Q59289555|P4510|Q113335535|P1932|"JASPAR"|S248|Q114078827
Q59269926|P4510|Q113335535|P1932|"JASPAR"|S248|Q114078827
Q37461244|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q38872089|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q36137797|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q92293209|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q53690584|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q64070273|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q26744549|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q47126673|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q90864077|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q51400890|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q55618040|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q91191276|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q90864071|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q52984216|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q64279004|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q53816464|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q101039075|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q102623473|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q104574302|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q104101653|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q45944187|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q34085019|P4510|Q113334509|P1932|"Affymetrix"|S248|Q114078827
Q90296326|P4510|Q113334509|P1932|"Affymetrix"|S248|Q114078827
Q41134051|P4510|Q113334509|P1932|"Affymetrix"|S248|Q114078827
Q92970072|P4510|Q113334509|P1932|"Affymetrix"|S248|Q114078827
Q92262103|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q36475202|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q96830128|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q33595919|P4510|Q113334509|P1932|"Affymetrix"|S248|Q114078827
Q60912304|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q64115646|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q104746011|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q28654958|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q38396970|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q30857675|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q30394836|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q30707306|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q42003187|P4510|Q113335535|P1932|"JASPAR"|S248|Q114078827
Q90473442|P4510|Q107382801|P1932|"Google"|S248|Q114078827
Q100429279|P4510|Q113334509|P1932|"Affymetrix"|S248|Q114078827
Q90146273|P4510|Q113334509|P1932|"Affymetrix"|S248|Q114078827
Q58794533|P4510|Q113334509|P1932|"Affymetrix"|S248|Q114078827
