Q112291429|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112611695|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q52664616|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q46234704|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q48502771|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q103046318|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q58700602|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36150555|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q100755928|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q55441117|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q92513385|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q97539408|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q97523291|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q97069713|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q89948309|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q98623894|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q98471360|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q92513347|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q96302889|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q112724662|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q59790452|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q89984427|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q102326857|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q33495596|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q92307406|P4510|Q114076767|P1932|"MODA"|S248|Q114078827
Q100750930|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q91688213|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q91895329|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112718728|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64075711|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q91186076|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q94544792|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q99415557|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36053553|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q92392865|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q26997090|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q104110041|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q64899436|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q59793735|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q64916193|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q98512897|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q96948577|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q92017124|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q37396406|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q37431630|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36362349|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q26777346|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91647972|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91156069|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q91941804|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q104616337|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q46728777|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q33498956|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q30481642|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q40551683|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q33768587|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q55025619|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q34628027|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q104743524|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q58736166|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q41627112|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q61803063|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q112291395|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q97689021|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q104501370|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90772338|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q93188034|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q38706048|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q102326561|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q92213930|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35144033|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q47267991|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q55346882|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q36423806|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q112313435|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q112614632|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36477821|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q42361583|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q41582496|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q112290568|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q28729092|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q28818824|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q92100793|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q101217299|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q101217299|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q36709176|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q89522596|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91791585|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q46230913|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91940701|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q101217371|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q92267878|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q103830481|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q104106534|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q103832888|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q104106558|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q104108594|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q37652255|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q28749732|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q28651160|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q23910824|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36752319|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90373598|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q88621798|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36968680|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q28393547|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q96158762|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q96162579|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q37742221|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q64986968|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q109744864|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q64895276|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q93183178|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q64981469|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90236512|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64127722|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q96343180|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q93235740|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q94599358|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q26746025|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q35097312|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q39096666|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q35193398|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q96166674|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q47731575|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q89305674|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q36870261|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q96341221|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q112581939|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q31170880|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q59641121|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q58773233|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q42316849|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q100669009|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q100416340|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q102067046|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q101121889|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q91476030|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q35989005|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q37310430|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q36537166|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q30669287|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q104135661|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q41933252|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q90177570|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q104480985|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q35193633|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q89109805|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q33269085|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q64281201|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q55253513|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q47165787|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q47563469|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q91973632|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q90052808|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q57143118|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q64070716|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q38723130|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q31146507|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112290060|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90256018|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36376343|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37576858|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q96636681|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q98776365|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q93356212|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q36627352|P4510|Q114076767|P1932|"MODA"|S248|Q114078827
Q52369970|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q55088369|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q89623260|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q42364493|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q112727685|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q98771637|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q89967608|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q102069077|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q58764868|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112580530|P4510|Q114076767|P1932|"MODA"|S248|Q114078827
Q112297552|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q57072532|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q34455061|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q59335781|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33700813|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q30357941|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q43126583|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q91710181|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64937940|P4510|Q114076767|P1932|"MODA"|S248|Q114078827
Q92542468|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q36396462|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q64097816|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q64097816|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q102066203|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91316550|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q104507858|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q112305761|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112305755|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q28073365|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q58754493|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q90206587|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36259295|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q89621486|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q108127175|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q38256379|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q112298452|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q100416297|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q112615896|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q90206580|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q100762871|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q26801618|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q64071552|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q91083262|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q96137604|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q89495316|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35257485|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q112720248|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q28649386|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q100436288|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q64951317|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q99238025|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q90861041|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q94464435|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q38739573|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q60048475|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q96023850|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q59795104|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q28082852|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q99711635|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q27015838|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q59329410|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q112583825|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q60938345|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36969903|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q91081377|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q101575463|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q90732948|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q90705192|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q64079653|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q112613586|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q91528886|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q97519088|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q55514821|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64088343|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q90345252|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112292061|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91636280|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q98735592|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q93047814|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q108127375|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q53838776|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q98206688|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q102327677|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q97526846|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q112297559|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q61449819|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q26781533|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q52363796|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q38552546|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q104487636|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q92071362|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q42289865|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33794475|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q58780878|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q89620769|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q100435876|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37747054|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q60934809|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36026123|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q34730126|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112349616|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q100994304|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112614336|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112288798|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64065346|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q30841961|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q92649439|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q45974017|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q96433863|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q98734938|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q33774892|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q58750152|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q97518140|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q104487436|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q96763107|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q30423592|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q112296908|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q49438347|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q55263370|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q30840296|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q91711299|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q61448156|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q100302695|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q102068338|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q64102613|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q59791901|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112298009|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q90651960|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q100438408|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q91527566|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q91972935|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q89792762|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q47101155|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q108899887|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q89819880|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q92535665|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q64106997|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q91367490|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q60919536|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90680354|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q98205993|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q112292483|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q89494206|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q90756125|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q92403341|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q110614938|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q41985721|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q97520288|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q93087959|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q41155549|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q37707277|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q35042149|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37416171|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q41109979|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q33600381|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37667344|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37162588|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q90779396|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q112591560|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q40879338|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q97519447|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q30178311|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q37224441|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112612599|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q92072762|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q91708069|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q39208160|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q102066672|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q100300824|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33855308|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q31002149|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q92189019|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q55105686|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q49176170|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q42292749|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q38432501|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64266432|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q92238319|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q89620181|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q57073141|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90344816|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q41525471|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q30372839|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q89620322|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q61805189|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q30364640|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q59132987|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q89620520|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q91867833|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q55233728|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q41901485|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q92188163|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q33695157|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q58758831|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q98177537|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36178071|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q58698046|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q30845704|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q92542406|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q91711881|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q104510222|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q112582389|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q104575387|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q112586957|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q99712256|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90608403|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q42048329|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q21231976|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q40787820|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q42321727|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36358549|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q41587456|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36958117|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q37163012|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37401521|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36136140|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q92088992|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q93104523|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q100490211|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q35295244|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q101121851|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q37628273|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q61814390|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64103016|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q92809793|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q96835665|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q100685477|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q30625844|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112291512|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q95928274|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q97415367|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q36284606|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q28768035|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q24646173|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q31156446|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
