Q112289793,P4510,Q326489
Q64974740,P4510,Q113334665
Q64084169,P4510,Q104854189
Q64084169,P4510,Q326489
Q112717301,P4510,Q113018293
Q112610188,P4510,Q112236343
Q112298293,P4510,Q326489
Q112298293,P4510,Q22442795
Q112298293,P4510,Q1026367
Q112289158,P4510,Q113047099
Q112292819,P4510,Q326489
Q57201701,P4510,Q112338735
Q36542643,P4510,Q113334665
Q98565120,P4510,Q113334665
Q38264403,P4510,Q326489
Q36897311,P4510,Q114076742
Q92761293,P4510,Q113334690
Q92437100,P4510,Q1026367
Q91788076,P4510,Q113334589
Q112297160,P4510,Q112236343
Q93273247,P4510,Q112236343
Q89587689,P4510,Q113018293
Q91744768,P4510,Q113018293
Q101135161,P4510,Q102537983
Q112290733,P4510,Q102537983
Q112290733,P4510,Q326489
Q112755353,P4510,Q113334690
Q37306342,P4510,Q1026367
Q91843482,P4510,Q113334690
Q33665250,P4510,Q113018293
Q98197222,P4510,Q113334690
Q92751498,P4510,Q113018293
Q36335323,P4510,Q106407822
Q90319167,P4510,Q326489
Q33758665,P4510,Q113334589
Q64057979,P4510,Q102537983
Q64057979,P4510,Q326489
Q100468705,P4510,Q114076718
Q36679510,P4510,Q326489
Q33889792,P4510,Q326489
Q33889792,P4510,Q104854189
Q55196534,P4510,Q326489
Q55196534,P4510,Q106407822
Q89886886,P4510,Q113018293
Q64989955,P4510,Q25304899
Q33567230,P4510,Q326489
Q57473863,P4510,Q113018293
Q60920565,P4510,Q326489
Q37643861,P4510,Q326489
Q64234686,P4510,Q113334690
Q99408557,P4510,Q25304899
Q112753066,P4510,Q113018293
Q36482972,P4510,Q113334690
Q37303724,P4510,Q113018293
Q64100419,P4510,Q113334690
Q64100419,P4510,Q113018293
Q64100419,P4510,Q112236343
Q92856562,P4510,Q102537983
Q92856562,P4510,Q112236343
Q102069855,P4510,Q112338735
Q102069855,P4510,Q289281
Q100660952,P4510,Q113018293
Q100660952,P4510,Q113334690
Q99712873,P4510,Q113334690
Q99712750,P4510,Q113334509
Q99712847,P4510,Q113018293
Q97432008,P4510,Q326489
Q93053842,P4510,Q975594
Q28731934,P4510,Q842014
Q35592661,P4510,Q1026367
Q35167700,P4510,Q1026367
Q92469048,P4510,Q326489
Q98192462,P4510,Q1026367
Q38908962,P4510,Q326489
Q112718691,P4510,Q289281
Q56979975,P4510,Q1026367
Q92364628,P4510,Q1026367
Q110864570,P4510,Q842014
Q103827392,P4510,Q289281
Q53826982,P4510,Q326489
Q59632183,P4510,Q112236343
Q48139118,P4510,Q113018293
Q92165764,P4510,Q112236343
Q54968725,P4510,Q113334690
Q41853425,P4510,Q112236343
Q37369669,P4510,Q112236343
Q64986466,P4510,Q104854189
Q55365624,P4510,Q326489
Q112610440,P4510,Q112236343
Q112610440,P4510,Q114076364
Q112298305,P4510,Q113334816
Q112298305,P4510,Q113018293
Q112298305,P4510,Q112236343
Q100429279,P4510,Q112236343
Q100429279,P4510,Q113335486
Q100429279,P4510,Q113334816
Q100429279,P4510,Q85699649
Q99206060,P4510,Q326489
Q52354928,P4510,Q113018293
Q52354928,P4510,Q102537983
Q112612773,P4510,Q113334816
Q112612773,P4510,Q112236343
Q112717107,P4510,Q113018293
Q96819614,P4510,Q1026367
Q110712468,P4510,Q113018293
Q37014362,P4510,Q112236343
Q49827418,P4510,Q326489
Q97532750,P4510,Q113335492
Q97532750,P4510,Q113018293
Q97532750,P4510,Q113334596
Q99251371,P4510,Q113018293
Q47744802,P4510,Q113334732
Q47744802,P4510,Q113018293
Q112345970,P4510,Q113334690
Q112345970,P4510,Q112236343
Q99729902,P4510,Q113334816
Q99729902,P4510,Q112236343
Q99729902,P4510,Q114077514
Q99729902,P4510,Q1026367
Q92630333,P4510,Q112236343
Q96305718,P4510,Q113018293
Q112291933,P4510,Q85699649
Q112291933,P4510,Q113018293
Q112291933,P4510,Q112236343
Q58716431,P4510,Q102537983
Q58716431,P4510,Q326489
Q89586468,P4510,Q113018293
Q99412182,P4510,Q114076227
Q96610632,P4510,Q113018293
Q30557209,P4510,Q113334690
Q89741641,P4510,Q113018293
Q92719818,P4510,Q112236343
Q100468880,P4510,Q113334816
Q100468880,P4510,Q112236343
Q100468880,P4510,Q113334690
Q50079530,P4510,Q113334816
Q50079530,P4510,Q113334631
Q50079530,P4510,Q326489
Q90219875,P4510,Q113018293
Q37666339,P4510,Q113018293
Q91834102,P4510,Q113334731
Q91834102,P4510,Q113334690
Q104473007,P4510,Q112236343
Q104473007,P4510,Q113018293
Q47840899,P4510,Q112236343
Q91063685,P4510,Q112236343
Q112296735,P4510,Q113334690
Q112296735,P4510,Q113018293
Q112296735,P4510,Q326489
Q112296735,P4510,Q85699649
Q90173335,P4510,Q113334816
Q90173335,P4510,Q113334631
Q90173335,P4510,Q114077514
Q90173335,P4510,Q112236343
Q90173335,P4510,Q102537983
Q96232268,P4510,Q1026367
Q96232268,P4510,Q113018293
Q99366042,P4510,Q113334631
Q99366042,P4510,Q112236343
Q99366042,P4510,Q326489
Q112295744,P4510,Q114076417
Q112295744,P4510,Q326489
Q40999775,P4510,Q113334816
Q112718298,P4510,Q113018293
Q112719699,P4510,Q85699649
Q91284271,P4510,Q113018293
Q64087093,P4510,Q113334690
Q92481051,P4510,Q113018293
Q96683446,P4510,Q113018293
Q96683446,P4510,Q112236343
Q112609205,P4510,Q112236343
Q55717563,P4510,Q113018293
Q55717563,P4510,Q113335486
Q94450972,P4510,Q25304899
Q34410560,P4510,Q113334509
Q34410560,P4510,Q112236343
Q112298937,P4510,Q102537983
Q112721590,P4510,Q113335546
Q112721590,P4510,Q113018293
Q35810427,P4510,Q102537983
Q35810427,P4510,Q112236343
Q35810427,P4510,Q113334690
Q55338815,P4510,Q112236343
Q92878123,P4510,Q326489
Q92127004,P4510,Q113018293
Q64085045,P4510,Q113334816
Q64078625,P4510,Q113018293
Q112290369,P4510,Q326489
Q90079761,P4510,Q326489
Q112292246,P4510,Q326489
Q91910728,P4510,Q113334690
Q89763874,P4510,Q113334690
Q89763874,P4510,Q103815779
Q89763874,P4510,Q113335504
Q89763874,P4510,Q114077336
Q89763874,P4510,Q326489
Q89763874,P4510,Q113334751
Q89763874,P4510,Q113018293
Q34202948,P4510,Q326489
Q57455273,P4510,Q102537983
Q57455273,P4510,Q113018293
Q112297125,P4510,Q114076309
Q112297125,P4510,Q113334642
Q64246177,P4510,Q112236343
Q64246177,P4510,Q113018293
Q64246177,P4510,Q85699649
Q41199733,P4510,Q113018293
Q64975480,P4510,Q113335528
Q99201328,P4510,Q114076894
Q64109874,P4510,Q113018293
Q112717890,P4510,Q113334690
Q35627053,P4510,Q112236343
Q98163746,P4510,Q106407822
Q98163746,P4510,Q326489
Q98163746,P4510,Q112236343
Q98564462,P4510,Q114076417
Q90464649,P4510,Q113018293
Q90464649,P4510,Q114077514
Q90464649,P4510,Q112236343
Q90464649,P4510,Q113334690
Q90164342,P4510,Q113334631
Q90164342,P4510,Q113334816
Q90164342,P4510,Q112236343
Q60908602,P4510,Q113018293
Q102052569,P4510,Q113018293
Q33612558,P4510,Q113018293
Q64965041,P4510,Q113334690
Q36457608,P4510,Q113334751
Q64949268,P4510,Q113334690
Q59808210,P4510,Q326489
Q91149754,P4510,Q326489
Q91651934,P4510,Q112236343
Q112725179,P4510,Q113018293
Q112721151,P4510,Q85699649
Q37615645,P4510,Q113018293
Q91660695,P4510,Q113334690
Q96682228,P4510,Q113018293
Q27316760,P4510,Q112236343
Q90512165,P4510,Q102537983
Q90512165,P4510,Q113334690
Q91550573,P4510,Q113334690
Q98282370,P4510,Q113018293
Q98783817,P4510,Q113334816
Q112608751,P4510,Q113334690
Q112608751,P4510,Q112236343
Q92705381,P4510,Q113018293
Q58609134,P4510,Q113334640
Q57652737,P4510,Q113334816
Q55479624,P4510,Q113334816
Q55479624,P4510,Q113334631
Q92017688,P4510,Q326489
Q100489397,P4510,Q102537983
Q100489397,P4510,Q326489
Q91729351,P4510,Q113334636
Q91729351,P4510,Q113334732
Q91729351,P4510,Q326489
Q91729351,P4510,Q113334816
Q64065929,P4510,Q114076227
Q58763814,P4510,Q113335471
Q64100590,P4510,Q113018293
Q64100590,P4510,Q113334690
Q91729657,P4510,Q113018293
Q36304737,P4510,Q102537983
Q36304737,P4510,Q326489
Q36304737,P4510,Q112338735
Q90595575,P4510,Q102537983
Q90595575,P4510,Q114076227
Q90698943,P4510,Q113334690
Q90698943,P4510,Q112236343
Q59808208,P4510,Q113018293
Q94918055,P4510,Q113018293
Q64764573,P4510,Q113018293
Q64087045,P4510,Q102537983
Q64087045,P4510,Q112236343
Q55456543,P4510,Q113018293
Q55456543,P4510,Q326489
Q104755904,P4510,Q326489
Q55247467,P4510,Q113018293
